season_id	league_id	home_team_id	home_team_name	home_team_url	away_team_id	away_team_name	away_team_url	result	home_goals	away_goals	league_name	game_date	match_url	match_id
2015	22	1.-fsv-mainz-05	Mainz	http://www.squawka.com/teams/1.-fsv-mainz-05/stats	fc-schalke-04	Schalke	http://www.squawka.com/teams/fc-schalke-04/stats	2 - 1	2	1	Bundesliga	12th February 2016	http://b-liga.squawka.com/german-bundesliga/12-02-2016/mainz-vs-schalke/matches	14971
2015	22	tsg-1899-hoffenheim	Hoffenheim	http://www.squawka.com/teams/tsg-1899-hoffenheim/stats	sv-darmstadt-98	Darmstadt	http://www.squawka.com/teams/sv-darmstadt-98/stats	0 - 2	0	2	Bundesliga	7th February 2016	http://b-liga.squawka.com/german-bundesliga/07-02-2016/hoffenheim-vs-darmstadt/matches	14969
2015	22	hamburger-sv	Hamburg	http://www.squawka.com/teams/hamburger-sv/stats	1.-fc-koln	1. FC Köln	http://www.squawka.com/teams/1.-fc-koln/stats	1 - 1	1	1	Bundesliga	7th February 2016	http://b-liga.squawka.com/german-bundesliga/07-02-2016/hamburg-vs-1fc-kln/matches	14966
2015	22	bayer-04-leverkusen	Leverkusen	http://www.squawka.com/teams/bayer-04-leverkusen/stats	fc-bayern-munchen	Bayern	http://www.squawka.com/teams/fc-bayern-munchen/stats	0 - 0	0	0	Bundesliga	6th February 2016	http://b-liga.squawka.com/german-bundesliga/06-02-2016/leverkusen-vs-bayern/matches	14961
2015	22	eintracht-frankfurt	Frankfurt	http://www.squawka.com/teams/eintracht-frankfurt/stats	vfb-stuttgart	Stuttgart	http://www.squawka.com/teams/vfb-stuttgart/stats	2 - 4	2	4	Bundesliga	6th February 2016	http://b-liga.squawka.com/german-bundesliga/06-02-2016/frankfurt-vs-stuttgart/matches	14963
2015	22	fc-ingolstadt-04	Ingolstadt	http://www.squawka.com/teams/fc-ingolstadt-04/stats	fc-augsburg	Augsburg	http://www.squawka.com/teams/fc-augsburg/stats	2 - 1	2	1	Bundesliga	6th February 2016	http://b-liga.squawka.com/german-bundesliga/06-02-2016/ingolstadt-vs-augsburg/matches	14964
2015	22	fc-schalke-04	Schalke	http://www.squawka.com/teams/fc-schalke-04/stats	vfl-wolfsburg	Wolfsburg	http://www.squawka.com/teams/vfl-wolfsburg/stats	3 - 0	3	0	Bundesliga	6th February 2016	http://b-liga.squawka.com/german-bundesliga/06-02-2016/schalke-vs-wolfsburg/matches	14965
2015	22	hannover	Hannover	http://www.squawka.com/teams/hannover/stats	1.-fsv-mainz-05	Mainz	http://www.squawka.com/teams/1.-fsv-mainz-05/stats	0 - 1	0	1	Bundesliga	6th February 2016	http://b-liga.squawka.com/german-bundesliga/06-02-2016/hannover-vs-mainz/matches	14967
2015	22	hertha-bsc	Hertha BSC	http://www.squawka.com/teams/hertha-bsc/stats	borussia-dortmund	Dortmund	http://www.squawka.com/teams/borussia-dortmund/stats	0 - 0	0	0	Bundesliga	6th February 2016	http://b-liga.squawka.com/german-bundesliga/06-02-2016/hertha-bsc-vs-dortmund/matches	14968
2015	22	borussia-monchengladbach	M'gladbach	http://www.squawka.com/teams/borussia-monchengladbach/stats	sv-werder-bremen	Werder	http://www.squawka.com/teams/sv-werder-bremen/stats	5 - 1	5	1	Bundesliga	5th February 2016	http://b-liga.squawka.com/german-bundesliga/05-02-2016/m-gladbach-vs-werder/matches	14962
2015	22	fc-bayern-munchen	Bayern	http://www.squawka.com/teams/fc-bayern-munchen/stats	tsg-1899-hoffenheim	Hoffenheim	http://www.squawka.com/teams/tsg-1899-hoffenheim/stats	2 - 0	2	0	Bundesliga	31st January 2016	http://b-liga.squawka.com/german-bundesliga/31-01-2016/bayern-vs-hoffenheim/matches	14956
2015	22	vfl-wolfsburg	Wolfsburg	http://www.squawka.com/teams/vfl-wolfsburg/stats	1.-fc-koln	1. FC Köln	http://www.squawka.com/teams/1.-fc-koln/stats	1 - 1	1	1	Bundesliga	31st January 2016	http://b-liga.squawka.com/german-bundesliga/31-01-2016/wolfsburg-vs-1fc-kln/matches	14960
2015	22	vfb-stuttgart	Stuttgart	http://www.squawka.com/teams/vfb-stuttgart/stats	hamburger-sv	Hamburg	http://www.squawka.com/teams/hamburger-sv/stats	2 - 1	2	1	Bundesliga	30th January 2016	http://b-liga.squawka.com/german-bundesliga/30-01-2016/stuttgart-vs-hamburg/matches	14959
2015	22	bayer-04-leverkusen	Leverkusen	http://www.squawka.com/teams/bayer-04-leverkusen/stats	hannover	Hannover	http://www.squawka.com/teams/hannover/stats	3 - 0	3	0	Bundesliga	30th January 2016	http://b-liga.squawka.com/german-bundesliga/30-01-2016/leverkusen-vs-hannover/matches	14953
