season_id	league_id	home_team_id	home_team_name	home_team_url	away_team_id	away_team_name	away_team_url	result	home_goals	away_goals	league_name	game_date	match_url
2014	21	atalanta	Atalanta	http://www.squawka.com/teams/atalanta/stats	milan	Milan	http://www.squawka.com/teams/milan/stats	1 - 3	1	3	Serie A	31st May 2015	http://serie-a.squawka.com/italian-serie-a/31-05-2015/atalanta-vs-milan/matches
2014	21	cagliari	Cagliari	http://www.squawka.com/teams/cagliari/stats	udinese	Udinese	http://www.squawka.com/teams/udinese/stats	4 - 3	4	3	Serie A	31st May 2015	http://serie-a.squawka.com/italian-serie-a/31-05-2015/cagliari-vs-udinese/matches
2014	21	fiorentina	Fiorentina	http://www.squawka.com/teams/fiorentina/stats	chievo	Chievo	http://www.squawka.com/teams/chievo/stats	3 - 0	3	0	Serie A	31st May 2015	http://serie-a.squawka.com/italian-serie-a/31-05-2015/fiorentina-vs-chievo/matches
2014	21	internazionale	Inter	http://www.squawka.com/teams/internazionale/stats	empoli	Empoli	http://www.squawka.com/teams/empoli/stats	4 - 3	4	3	Serie A	31st May 2015	http://serie-a.squawka.com/italian-serie-a/31-05-2015/inter-vs-empoli/matches
2014	21	napoli	Napoli	http://www.squawka.com/teams/napoli/stats	lazio	Lazio	http://www.squawka.com/teams/lazio/stats	2 - 4	2	4	Serie A	31st May 2015	http://serie-a.squawka.com/italian-serie-a/31-05-2015/napoli-vs-lazio/matches
2014	21	roma	Roma	http://www.squawka.com/teams/roma/stats	palermo	Palermo	http://www.squawka.com/teams/palermo/stats	1 - 2	1	2	Serie A	31st May 2015	http://serie-a.squawka.com/italian-serie-a/31-05-2015/roma-vs-palermo/matches
2014	21	sampdoria	Sampdoria	http://www.squawka.com/teams/sampdoria/stats	parma	Parma	http://www.squawka.com/teams/parma/stats	2 - 2	2	2	Serie A	31st May 2015	http://serie-a.squawka.com/italian-serie-a/31-05-2015/sampdoria-vs-parma/matches
2014	21	sassuolo	Sassuolo	http://www.squawka.com/teams/sassuolo/stats	genoa	Genoa	http://www.squawka.com/teams/genoa/stats	3 - 1	3	1	Serie A	31st May 2015	http://serie-a.squawka.com/italian-serie-a/31-05-2015/sassuolo-vs-genoa/matches
2014	21	torino	Torino	http://www.squawka.com/teams/torino/stats	cesena	Cesena	http://www.squawka.com/teams/cesena/stats	5 - 0	5	0	Serie A	31st May 2015	http://serie-a.squawka.com/italian-serie-a/31-05-2015/torino-vs-cesena/matches
2014	21	verona	Verona	http://www.squawka.com/teams/verona/stats	juventus	Juventus	http://www.squawka.com/teams/juventus/stats	2 - 2	2	2	Serie A	31st May 2015	http://serie-a.squawka.com/italian-serie-a/31-05-2015/verona-vs-juventus/matches
2014	21	lazio	Lazio	http://www.squawka.com/teams/lazio/stats	roma	Roma	http://www.squawka.com/teams/roma/stats	1 - 2	1	2	Serie A	25th May 2015	http://serie-a.squawka.com/italian-serie-a/25-05-2015/lazio-vs-roma/matches
2014	21	milan	Milan	http://www.squawka.com/teams/milan/stats	torino	Torino	http://www.squawka.com/teams/torino/stats	3 - 0	3	0	Serie A	24th May 2015	http://serie-a.squawka.com/italian-serie-a/24-05-2015/milan-vs-torino/matches
2014	21	cesena	Cesena	http://www.squawka.com/teams/cesena/stats	cagliari	Cagliari	http://www.squawka.com/teams/cagliari/stats	0 - 1	0	1	Serie A	24th May 2015	http://serie-a.squawka.com/italian-serie-a/24-05-2015/cesena-vs-cagliari/matches
2014	21	chievo	Chievo	http://www.squawka.com/teams/chievo/stats	atalanta	Atalanta	http://www.squawka.com/teams/atalanta/stats	1 - 1	1	1	Serie A	24th May 2015	http://serie-a.squawka.com/italian-serie-a/24-05-2015/chievo-vs-atalanta/matches
2014	21	palermo	Palermo	http://www.squawka.com/teams/palermo/stats	fiorentina	Fiorentina	http://www.squawka.com/teams/fiorentina/stats	2 - 3	2	3	Serie A	24th May 2015	http://serie-a.squawka.com/italian-serie-a/24-05-2015/palermo-vs-fiorentina/matches
2014	21	parma	Parma	http://www.squawka.com/teams/parma/stats	verona	Verona	http://www.squawka.com/teams/verona/stats	2 - 2	2	2	Serie A	24th May 2015	http://serie-a.squawka.com/italian-serie-a/24-05-2015/parma-vs-verona/matches
2014	21	udinese	Udinese	http://www.squawka.com/teams/udinese/stats	sassuolo	Sassuolo	http://www.squawka.com/teams/sassuolo/stats	0 - 1	0	1	Serie A	24th May 2015	http://serie-a.squawka.com/italian-serie-a/24-05-2015/udinese-vs-sassuolo/matches
2014	21	empoli	Empoli	http://www.squawka.com/teams/empoli/stats	sampdoria	Sampdoria	http://www.squawka.com/teams/sampdoria/stats	1 - 1	1	1	Serie A	24th May 2015	http://serie-a.squawka.com/italian-serie-a/24-05-2015/empoli-vs-sampdoria/matches
2014	21	genoa	Genoa	http://www.squawka.com/teams/genoa/stats	internazionale	Inter	http://www.squawka.com/teams/internazionale/stats	3 - 2	3	2	Serie A	23rd May 2015	http://serie-a.squawka.com/italian-serie-a/23-05-2015/genoa-vs-inter/matches
2014	21	juventus	Juventus	http://www.squawka.com/teams/juventus/stats	napoli	Napoli	http://www.squawka.com/teams/napoli/stats	3 - 1	3	1	Serie A	23rd May 2015	http://serie-a.squawka.com/italian-serie-a/23-05-2015/juventus-vs-napoli/matches
2014	21	napoli	Napoli	http://www.squawka.com/teams/napoli/stats	cesena	Cesena	http://www.squawka.com/teams/cesena/stats	3 - 2	3	2	Serie A	18th May 2015	http://serie-a.squawka.com/italian-serie-a/18-05-2015/napoli-vs-cesena/matches
2014	21	fiorentina	Fiorentina	http://www.squawka.com/teams/fiorentina/stats	parma	Parma	http://www.squawka.com/teams/parma/stats	3 - 0	3	0	Serie A	18th May 2015	http://serie-a.squawka.com/italian-serie-a/18-05-2015/fiorentina-vs-parma/matches
2014	21	roma	Roma	http://www.squawka.com/teams/roma/stats	udinese	Udinese	http://www.squawka.com/teams/udinese/stats	2 - 1	2	1	Serie A	17th May 2015	http://serie-a.squawka.com/italian-serie-a/17-05-2015/roma-vs-udinese/matches
2014	21	atalanta	Atalanta	http://www.squawka.com/teams/atalanta/stats	genoa	Genoa	http://www.squawka.com/teams/genoa/stats	1 - 4	1	4	Serie A	17th May 2015	http://serie-a.squawka.com/italian-serie-a/17-05-2015/atalanta-vs-genoa/matches
